Code,Term,Explanation
B-3,Sabal,"Vascular keratitis/Pannus,Its literal meaning is “flowing of tears” which is an essential feature of this disease. It is a type of covering which is caused due to the dilatation of outer vessels of eye and covers the surface of conjunctiva and cornea. On appearance it appears to be a white thin layer."
B-3.1,Sabal Raṭb,"moist covering on the surface of conjunctiva,A type of vascular keratitis which is characterized by the presence of fluid in the eyelids, itching, pain of the eyes and sneezing."
B-3.2,Sabal Yābis,"dry covering on the surface of conjunctiva,It is a type of vascular keratitis characterised by the presence of the covering or layer on the surface of conjunctiva and cornea. This condition is usually asymptomatic."
B-3.3,Sabal Mustaḥkam,"thick covering on the surface of conjunctiva,A type of vascular keratitis in which the thick layer covers the cornea completely. The condition is caused by the congestion of vessels with viscous fluids."
B-4,Kumna,"Amaurosis,A condition much similar to <em>Ramad Yābis</em> (dry conjunctivitis) with partial loss of vision. In this condition there is opacity of layers of eyes. They seem to be dirty, reddish and fogging. This is characterized by slow movement of the eye, apparent enlargement of the eye with itching which is relieved only by warm water."
B-5,Intifākh,"distension of conjunctiva,A chronic inflammation of conjunctiva accompanied with itching."
B-5.1,Intifākh Rīḥī,"gaseous distension of conjunctiva,Swelling of eye that appears abruptly and deviates towards the inner canthus. There is some itching before the appearance of swelling. This swelling generally appears in summers and in old persons. It is white in colour similar to phlegmatic swelling."
B-5.2,Intifākh Balghamī,"phlegmatic distension of conjunctiva,The swelling is more viscous than <em>Intifākh Rīḥī</em> and pitting sign remains on the swelling for sometimes."
B-5.3,Intifākh Mā’ī,"distension of conjunctiva due to fluid,Swelling without any sign of pitting. There is no itching and pain of eye."
B-5.4,Intifākh Sawdāwī,"melancholic distension of conjunctiva,Hard swelling with bluish colouring. It usually occurs after chronic conjunctivitis or small pox. It usually occurs in the whole eye."
B-6,Bayāḍ al-‘Ayn,"Corneal opacity,A disease in which outer surface of cornea becomes white and opaque. This layer or covering is also known as <em>Ghamām</em>, Abr and <em>Saḥāb</em>.When the opacity lies in the cornea it is known as <em>Bayāḍ</em>. This condition occurs in post corneal ulcers, conjunctivitis, and migraine. It may also be caused by regular irritation of cornea leading to its ulcers, trichiasis, trachoma, etc."
B-7,Ẓafara,"Pterygium,A projection or growth from the inner canthus of eye towards cornea. It is also known as <em>Ẓufra</em>. The projection is muscular, membranous or nervine in nature. It is of four types: 1.Thin like membrane and starts from one side of conjunctiva. It resembles <em>Sabal</em>. 2. Arises from the fat of inner canthus and stops after reaching cornea. 3. Covers the cornea leading to disturbance of vision or complete loss of vision. 4. Rare type which either appears from conjunctiva or sclera."
B-8,Ghudda al-‘Ayn,"Adenoma of eye,A type of glandular tumour which occurs at the inner canthus of eye. This often covers the lacrimal gland duct preventing the passage of tears."
B-9,Qurūḥ al-‘Ayn,"Ulcers of eye,Ulcers may occur anywhere in the eye but detected only when conjunctiva, cornea and iris are involved. These are caused by acute and burnt humours which infiltrate the layers of eyes causing the ulceration therein. These are caused by the trauma with sharp objects, maltreatment of conjunctivitis and small pox."
B-10,Qurūḥ al-Multaḥima,"Conjunctival ulcers,An eye ulcer characterized by a red spot on conjunctiva or sometimes whole conjunctiva becomes red."
B-11,Qurūḥ al-‘Inabiyya,"ulcers of iris,Ulcers of iris which are seen as a red spot behind the cornea in which arteries are prominent. Such ulcers often tear the cornea."
B-12,Qurūḥ al-Qarniyya,"Corneal ulcers,Ulcers that present as a white spot in cornea. Corneal ulcers may be superficial and deep. There are four types of superficial ulcers of cornea and three types of deep ulcers."
B-12.1,Qurūḥ al-Qarniyya Khārijiyya,"Superficial ulcers of cornea,These are superficial corneal ulcers, and are of four types: 1. <em>Qatlām</em> (Ulcus Serpens): These ulcers appear as cloudy, grey area covering most of the cornea. The cornea becomes lustreless. 2. <em>Saḥāb</em>: This is also cloudy but covers small portion of cornea. It is also known as <em>Qānāliyūn</em>. 3. <em>Iklīl</em> (marginal ulcer): These ulcers are in the shape of crown of king that is why these are known as <em>Iklīl</em>. These ulcers occur at the margins of cornea and extend towards conjunctiva. It is also known as <em>Arkhāniyūn</em>."
B-12.2,Qurūḥ al-Qarniyya Dākhiliyya,"Deep corneal ulcers,These are deep corneal ulcers and are of three types: 1. <em>Jāwarsiyya</em>: These are the millet shaped ulcers of cornea which is deep with little cicatrisation. These are also known as <em>Luqutūn</em>. 2. <em>Ḥafira</em>: These are deep and wide ulcers of cornea. These are also known as <em>Qūlūma</em>. 3. <em>Iḥtirāqī</em>: These are also deep ulcers with much cicatrisation. These are also known as <em>Abīqūma</em> and <em>Ḥaqīqāwūma</em>."
B-12.3,Qurūḥ al-Qarniyya Dhāt al-‘Urūq,"Ulcers of eye,Ulcers appearing in the cornea with spreaded vessels like web. It often occurs in other layers of eyes also."
B-13,Buthūr al-Qarniyya,"corneal eruptions,These are the eruptions occurring on the outer, middle and inner layers of cornea. These are caused either by fluids that are less in quantity but bad in quality or vice versa."
B-14,Dubayla al-Qarniyya,"corneal abscess,It is a suppurative ulcer covering the whole cornea. It is caused by impairment of humour pouring towards the eyes and their putrefaction etc. It is characterized by the presence of a large sized ulcer covering whole of cornea and severe pain."
B-15,Saraṭān al-Qarniyya,"Corneal cancer,It is a type of cancer occupying most of the cornea. It represents itself as the accumulation of thick pus on cornea with redness of vessels surrounding the cornea. It is caused by the infiltration of bad quality black bile along with the inability of cornea to remove that matter. It is characterized by severe pain especially during movement or seeing towards sun or fire, etc."
B-16,Ruṭūba al-Qarniyya,"cloudy cornea,It is a condition of accumulation of infiltrated thick fluids on the cornea. It is characterized by cloudy cornea and diminished vision. Patient’s eyes remain wet and he/she endures continuous nasal discharge."
B-17,Yubs al-Qarniyya,"Dry eye,It is the spasm of cornea leading to diminished vision and dry eye."
B-18,Gharb,"Chronic dacryocystitis,Chronic inflammation of the inner canthus of eye leading to the flow of tears continuously. This is caused by the presence of abscess, pustules, boils in the inner canthus which ruptures to form fistula."
B-18.1,Gharb Ghayr Munfajir,"Lacrimal cyst,It is a small abscess like swelling not greater than gram (a grain) and appearing in between the inner canthus and nose. It is caused by the flow of morbid matter on to the site of swelling."
B-18.2,Gharb Munfajir,"Lacrimal abcess,It is a depression in the inner canthus of eye filled with pus. It is caused by putrefaction of humour within the inner canthus."
B-19,Khuḍra al-‘Ayn,"greenish discoloration of eye,Change in the colour of eye due to injury. This change is either due to contusion or sub mucosal haemorrhage of eye."
B-20,Zurqa al-‘Ayn,"blue discoloration of eye,A condition in which eyes become cyanosed or bluish coloured because of haemorrhage after injury."
B-21,Ṭarfa,"Ecchymosis of the eyelids,A red spot on the palpebral conjunctiva due to rupture of vessels of eye after injury or congestion."
B-22,Qadhā fi’l ‘Ayn,"foreign body in eye,Foreign body in the eye. It can be dirt, dust, insect, etc. which causes irritation in the eye."
B-23,Morsarj,"Iridoptosis,A disease in which there is prolapse of iris due to rupture of cornea after corneal ulcers. It resembles the head of an ant i.e. why it is given the name of <em>Morsarj</em> that is ant’s head."
B-23.1,Dhubābī,"Partial anterior staphyloma,A type of prolapse of iris in which iris resembles the shape of the head of house fly."
B-23.2,‘Inabī,"Total anterior staphyloma,A type of prolapse of iris in which iris resembles the shape of grape."
B-23.3,Tuffāḥī,"Total prolapse of iris,A type of prolapse of iris which resembles the shape of an apple. It is an extended form of prolapse which reaches up to eyelid and cause hindrance in closing the eye."
B-23.4,Mismārī/ Falakī,"iris prolapse similar to flattened head of nail,When the <em>Tuffāḥī</em> type of prolapse of iris becomes chronic and gets attached to the ulcerated corneal margins, it is known as <em>Mismārī</em>."
B-24,Intishār wa Ittisā‘ al-Thuqba,"Dilatation of pupil/Mydriasis,Most of the Unani physicians regard both the terms as synonymous but <em>Dā’ūd Anṭākī</em> has differentiated these terms by saying that <em>Ittisā‘</em> or dilatation of pupils is a disease where as <em>Intishār</em> or the blurring of vision is a symptom which is caused by dilatation of pupil. According to the causes <em>Ittisā‘</em> or dilatation of pupils can be of many types: <em>Waramī</em> (inflammatory), <em>Yubsī</em> (decrease in aqueous humour), <em>Ḍarbī</em> (traumatic), <em>Māddī</em> (organic) and <em>Ruṭūbī</em> (excess of aqueous humour)."
B-25,Ḍīq al-Thuqba,"Miosis/ Constriction of pupils,Narrowing or constriction of pupils that causes disturbances of vision."
B-26,Nutū’ al-Qarniyya,"Descemetocoele/Keratocele,Protrusion of the anterior part of cornea due to corneal ulcers caused by pneumococci. In this condition only the descement membrane protrudes because of increase in the intra ocular pressure."
B-27,Nuzūl al-Mā’,"Cataract,Opacity of <em>Ruṭūbat Jalīdiyya</em> (lens) of the eye. In this condition patient initially feels disturbance in vision e.g. polyopia, coloured halos, seeing of objects like fly, hair, etc. It has three stages i.e. immature, mature and hypermature."
B-27.1,Ghamāmī,"immature cataract resembling the blackish cloud,A type of immature cataract in which there is cloudy fluid which is immovable."
B-27.2,Dhi’baqī,"immature cataract resembling the mercury,A type of immature cataract which resembles with that of mercury and appears moving in sunlight."
B-27.3,Jaṣṣī,"immature cataract resembling the piece of lime,A type of immature cataract which resembles with lime stone."
B-27.4,Āsmānjūnī,"immature cataract resembling the sky colour,A type of immature cataract whose colour resembles with that of sky."
B-27.5,Muntashir,"diffuse immature cataract,A fluid like immature cataract. The vision of patient gradually increases or decreases."
B-28,Mā’ Akhḍar,"Glaucoma,A disease of eye in which there is excessive production of humours and reduction in its absorption. This excess leads to the increase in tension and size of eye ball, gradual decrease in vision, etc. It has four types: <em>Ḥādd</em> (acute), <em>Muzmin</em> (chronic), <em>Nawbatī</em> (episodic) and <em>Thānwī</em> (secondary)."
B-29,Juḥūẓ al-‘Ayn,"Exophthalmos,Protrusion of the eyeball."
B-29.1,Juḥūẓ Imtilā’ī,"congestive protrusion of eyeball,A type of protrusion of eyeball that is due to the congestion of eye ball with humours."
B-29.2,Juḥūẓ Inḍighāṭī,"protrusion of eyeball due to compression,Protrusion of eyeball due to increased pressure on eye ball as seen in strangulation, vomiting, severe headache, crying, straining for bowels, straining for labour or child birth."
B-29.3,Juḥūẓ Istirkhā’ī,"protrusion of eyeball due to structural loosening,Protrusion of eye ball due to paresis of eye muscles and ligaments attached to it."
B-30,Sill al-‘Ayn,"Phthisis bulbi,In this condition there is a reduction in humours of eyes because of which different layers of eye and eye as a whole become shrunken. The disease affects mostly older people, but sometimes it affects younger people and children. This is characterized by the adherent eyelids and loss of vision."
B-31,Baraṣ al-‘Ayn,"Vitiligo iridis,Whitish discoloration or depigmentation of eyes due to impaired temperament of iris. This impaired temperament is caused by the presence of viscous humours in it."
B-32,Ḍu‘f al-Baṣar,"Asthenopia/Amblyopia,In this condition there is an impairment of vision due to strain during reading, watering of eyes and blurring. It is caused by cold and hot impaired temperament either simple or organic. It is also caused by old age due to excess of <em>Ruṭūbat Faḍliyya</em> (waste material) in the body."
B-33,Takhayyulāt,"Visual hallucinations,False perception of images or objects which actually do not exist. This is due to congestion of morbid humours in brain and nerves. These include: 1. Seeing of pillars of smoke which is divided into many branches later. 2. Seeing of sparkles in front of eye. It is due to the compression of arteries. 3. Seeing of white objects. 4. Seeing of objects bigger than their size. 5. Seeing of objects smaller than their size. 6. Seeing of multiple objects or polyopia. 7. Seeing of objects falling down."
