Code,Term,Explanation
BTC1.1,Kapa Veṇ Paṭai,"Leucoderma caused by increased aiyam It is characterised by depigmented skin lesion appearing as white as Leucas aspera flower with defined margins which spreads over the body with pruritus. It is explained by increased aiyam.Among the seven Uṭaṟtātukkaḷ, Cāram and Cennīr gets affected."
BU,Itara Nōykaḷ,
BUA,Vaḷi,
BUA1.1,Poṭuku,"Dandruff It is characterised by itching in scalp and on scratching produces white flakes which spreads throughout the scalp and leads to hair fall. It is explained by increased Aẕal . Among the seven Uṭaṟtātukkaḷ, Cāram and Cennīr gets affected."
BUA1.2,Puẕuveṭṭu,"Alopecia It is characterised by small bald patches which appears shinny. It starts from small area and the baldness spreads to larger extent leading to hairfall. It is explained by increased Aẕal. Among the seven Uṭaṟtātukkaḷ, Cāram and Cennīr gets affected."
BUA1.3,Tōḷ Vaṟaṭci,"Dryness of skin It is characterised by dryness, thickness and scaliness of the skin. It is explained by increased vali and decreased aiyam. Among the seven Uṭaṟtātukkaḷ, Cāram and Cennīr gets affected."
BUA1.4,Tōḷtaṭippu,"Thickness of the skin It is characterised by the wheals of whitish or reddish evanescent plaques associated with severe itching , stinging or pricking sensation. It is explained by the aggravation of pitham associated with kabam. Among the seven Uṭaṟtātukkaḷ, saram, seneer,"
BUB,Azhal,
BUB1.1,Tāpitam,"Inflammation It is characterised by reddening, swelling and warmthness due to local reaction of living tissue of an injury. It is explained by increased Aẕal. Among the seven Uṭaṟtātukkaḷ, Cāram, Cennīr and Ūṉ get affected."
BUB1.2,Tēmal,"Tinea versicolor It is characterised by round or other shaped patches on the skin that may be lighter or darker in colour. Patches may appear anywhere on the body, they may be itchy, dry and scaly. It is explained by increased vali which is followed by Aẕal. Among the s"
BUB1.3,Cilviṭa Taṭippu,"Allergy due to insect bite It is characterised by pruritis and infammation in the skin. It is explained by increased Aẕal. Among the seven Uṭaṟtātukkaḷ, saram and Cennīr gets affected."
BUB1.4,Mēkat Taẕumpu,"Scar caused by veneral ulcers It is characterised by scar caused by the syphilis and gonorrhoea. Painless ulcers along with discharges leaving scars after healing. It is explained by increased Aẕal and aiyam. Among the seven Uṭaṟtātukkaḷ, Cāram,Cennīr, Ūṉ and Koẕuppu gets affected."
BUB1.5,Taẕumpu,"Scar It is characterised by the healed destructive lesion of dermis and deeper parts. Sometimes itching, scabies, burns, injuries and other skin disease causes scars. It is explained by increased aiyam. Among the seven Uṭaṟtātukkaḷ, Cāram, Cennīr and Ūṉ gets"
BUB1.6,Vērkkuru,"Prickly heat It is characterised by pin-head sized papulo vesicles and vesicles with erythematous haloes. Lesion are discrete and desquamation formed due to involution in trunk, neck , cubital and popliteal fossa, face and limbs are common sites. It is explained by i"
BUB1.7,Vaẕukkai,"Bald head It is characterised by the loss of hair especially on head. In male, gradual loss of hair chiefly form the vertex and fronto temporal regions. It is explained by increased Aẕal. Among the seven Uṭaṟtātukkaḷ, Cāram, Cennīr,Ūṉ, Koẕuppu, Eṉpu ,Mūḷai and"
BUB1.8,Pittaveṭippu,"Cracks in the sole It is characterised by the cracks in soles especially in the heels and also seen in the palms. It is associated with thickened skin, inflammation of skin and dryness. It is explained by increased Aẕal. Among the seven Uṭaṟtātukkaḷ, Cāram, Cennīr and Ūṉ"
BV,Cilaippuṇ,
BVA,Vaḷi,
BVA1.1,Vaḷicilaippuṇ,"Neurotrophic Ulcer due to Increased vali It is characterized by a type of ulcer caused by abcess with reddishblack coloured pus discharge. It is explained by increased vali. Amoung the seven udal thathukkal Cāram, Cennīr gets affected."
BVA1.2,Eṉpucilaippuṇ,"Neurotrophic Ulcer due to Increased aiyyam It is characterized by a swelling around the bone with pain, reddness, warmth, terderness. It is explained by increased vali. Amoung the seven udal thathukkal Cāram, Cennīr gets affected."
BVA1.3,Mukkuṟṟacilaippuṇ,"Neurotrophic Ulcer due to altered Mukkutram It is characterized by a type of ulcer caused by abcess. It is explained by increased vali. Amoung the seven udal thathukkal Cāram, Cennīr gets affected."
BVB,Azhal,
BVB1.1,Aẕalcilaippuṇ,"Neurotrophic Ulcer due to Increased azhal It is characterized by a type of ulcer caused by abcess with yellowish discharge, burning sensation. It is explained by increased vali. Amoung the seven udal thathukkal Cāram, Cennīr gets affected."
BVC,Aiyam,
BVC1.1,Aiyacilaippuṇ,"Neurotrophic Ulcer due to Increased aiyyam It is characterized by a type of ulcer caused by abcess with pus discharge and itching. It is explained by increased vali. Amoung the seven udal thathukkal Cāram, Cennīr gets affected."
BW,Puṇkaḷ,
BWB,Azhal,
BWB1.1,paṭukkaip Puṇ,"Bed sore It is characterised by ulcer of localized damage to the skin and or underlying tissue that usually occur over a bony prominence as a result of pressure, or pressure in combination with shear and or friction. It is explained by increased vali. Among the se"
BWB1.2,Puṇ,"Wound It is characterised by skin in torn, cut or punctured by a injury. It is explained by increased pitham. Among the seven Uṭaṟtātukkaḷ, Cāram, Cennīr and Ūṉ gets affected."
BWB1.3,Cēṟṟu Puṇ,"Wounds present in web of the feet It is characterised by whitish red blisters between the toes of feet with pruritis and burning sensation. It is explained increased Aẕal. Among the seven Uṭaṟtātukkaḷ, Cāram and Cennīr gets affected."
BWB1.4,Tīp Puṇ,"Wounds caused by burns It is characterised by the wounds caused by dry heat through fire, heated metal and firewood followed by epidermal desquamation and later transudation of serum from the capillaries causing odema of superficial tissue. It is explained by the increased Aẕal"
C,Tacai Maṟṟum Eṉpu Nōykaḷ,
CA,Kīḷ Vāyu,
CAA,Vaḷi,
CAA1.2,Vaḷi Kīḷ Vāyu,"Rheumatic arthritis It is characterised by fleeting pain and swelling in major joints, restricted joint movements making the patient bed ridden. Throat pain, heart disease (rheumatic heart disease), red swollen joints are the preliminary symptoms. Fever increases as the swe"
CAA1.3,Vaḷi Aẕal Kīḷ Vāyu,"Rheumatoid arthritis It is characterised by belching, indigestion, flatulence, flatus, constipation, body swelling with inflammatory swelling of wrist joint, ankle and fingers with pain.There may be exacerbations and remissions. It is also characterised by morning stiffness o"
CAA1.4,Vaḷi Aiya Kīḷ Vāyu,"Arthritis with infection It is characterised by joint swelling with severe pain, restricted joint movements, loss of sleep, emaciation, inguinal and axillary lymphadenopathy, there may be disuse atrophy and loss of function of the affected limb. It may be explained by increase i"
CAB,Aẕal,
CAB1.1,Aẕal Kīḷ Vāyu,"Osteoarthritis It is characterised by swelling of joints, loss of synovial fluid in joint space, audible joint crepitations, joint contractures causing restricted joint movements. There may be mild rise of body temperature. It is explained by increased vali and Aẕal . A"
CAB1.2,Aẕal Vaḷi Kīḷ Vāyu,"Arthritis with dysentry It is characterised by bitter tasting tongue, belching, fainting, heamemesis, bleeding gums, passing of blood in stools, swelling of ankle joints with redness, pain and restricted movements. If untreated properly joint contractures will develop. It may be"
CAB1.3,Aẕal Aiya Kīḷ Vāyu,"Syphilitic arthritis It is a characterized by the fever, headache, pain and swelling in the elbow and knee joints with restricted movements, generalised body pain, nausea, later joint becomes more swollen resembling Jackles head and caused by sexually transmitted disease. It"
CAC,Aiyam,
CAC 1.1,Aiya Kīḷ Vāyu,"Tuberculous arthritis It is characterised by evening rise of temperature with chills, joint pain, swelling of joints which does not resolves easily, stiffness, emaciation, continuous fever, cough, breathlessness, hiccough, vomiting and anaemia. The bones become ulcerated and"
CAC 1.2,Aiya Vaḷi Kīḷ Vāyu,"Gonococcal Arthritis It is characterised by red swollen joint with fluid accumulation, restricted joint movements, fever with rigor, body pain. It may be explained by increased aiyam Among the seven Uṭaṟtātukkaḷ, Cāram, Cennīr and Ūṉ gets affected."
CAC 1.3,Aiya Aẕal Kīḷ Vāyu,"Arthritis with increased body heat and swelling It is characterised by very high body temperature followed by pricking pain and swelling in joints, restricted joint movements, rhinitis, sore throat, sneezing, cough, vomiting and generalised body pain. It is explained by increased aiyam. Among the seven"
CAD,Mukkuṟṟam,
CAD1.1,Mukkuṟṟa Kīḷ Vāyu,"Arthitis with near fusion of bones It is characterised by joint swelling with pus which increases day by day, fever, symptoms of delirium and if untreated it leads to death.It is explained by increased vali, Aẕal and aiyam. Among the seven Uṭaṟtātukkaḷ, Cāram, Cennīr, Ūṉ, Koẕuppu, Eṉpu an"
D,Cuvācanōykaḷ,
DA,Iraippu Nōy,
DAA,Vaḷi,
DAA1.1,Vaḷi Iraippu Nōy,Difficulty in breathing due to increased vali It is characterised by shallow respiration with difficulty in breathing and the patient may feel a sensation of emptiness of the chest and generalised weakness. This is also called as Soothira swaasam. It is explained by increased vali.Among the seven Uṭ
DAA1.2,Mēl Nōkku Iraippu Nōy,"Status asthmaticus It is characterised by dyspnoea with protruded eye ball, dryness of mouth, difficulty in lying on supine and unable to speak; starring upward look with opened mouth attempting to exhale and then inhale. It is explained by increased vali. Among the seven"
DAC,Aiyam,
DAC1.1,Aiya Iraippu Nōy,"Cardiac asthma It is characterised by rhinitis, followed by nasal obstruction, constricted chest pain with difficulty in expiration, sweating over the forehead, blackening of face and chillness of extremes,dryness of tongue, shivering of body, dyspnoea and inability to"
DAC1.2,Aiyavaḷi Iraippu Nōy,"Difficulty in breathing due to increased vali and aiyam It is characterised by nasal obstruction, rhinitis, with intermittent dyspnoea, distended abdomen due to retention of stool and urine, dryness of tongue, congestion of eyes with pain, pain in the genitals, sweating, incoherent speech, feeling sad, occasio"
DAD,Mukkuṟṟam,
DAD1.1,Mukkuṟṟa Iraippu Nōy,"Difficulty in breathing due to derangement of mukkutram It is characterised by reduction in physical strength causing severe dysponea, the breath sounds will be similar to cow mooing, chest pain, giddiness, retention of urine and motion with distension of abdomen, incoherent speech, perplexion, diminished acti"
DB,Irumal Nōy,
DBA,Vaḷi,
DBA1.1,Vāta Irumal Nōy,"Cough due to increased vali It is characterised by congestion of throat as if it is ulcerated, ear block, chest pain, breathing difficulty, throat pain as if there is obstruction, deep respiration, pain in rib cage, nausea and uncontrolled cough, expectoration of black coloured frot"
DBA1.2,Vātapitta Irumal Nōy,"Cough due to derangement of vali and azhal It is characterised by uncontrolled cough due to dryness and ulceration of the throat associated with haemoptysis, ringing sound in the ear as if the ear is blocked, indigestion, frequent diarrhoea, distension of abdomen, vertebral pain due to severe coug"
DBA1.3,Cuvāca Irumal Nōy,"Asthmatic cough It is characterised by hoarsness of voice, exhaled air, respiratory sounds mimiking the noise of rats, increased iyam in chest and cough. The expiration will sound like hissing noise of cobra. There will be distension of the abdomen due to indigestion. Th"
DBB,Aẕal,
DBB1.1,Pitta Irumal Nōy,"Cough due to increased azhal It is characterised by excessive cough with hemoptysis, frequent vomiting with sweet or salty taste, sour belching, headache, body pain, fever, excessive thirst, emaciation, dislike to food, goose skin and confusion of mind. It is explained by increased"
DBB1.2,Pittakapa Irumal Nōy,"Cough due to derrangement of azhal and aiyam It is characterised by sore throat, body pain, hoarsness of voice, cough, emaciation , expectoration of copious of sputum, sometimes hemoptyis, vertigo, excessive sexual arousal, yellowish discolouration of the body sometimes similar to the flower of"
DBB1.3,Rattakācam Irumal Nōy,"Cough due to haemophobia It is characterised by heamoptysis mostly by the army people who gets injured in the war field. It also occurs due to fear on seeing the blood stained equipments and blood in the war field. It is explained by increseasd Aẕal and vali (uthana vayu, prana"
DBC,Aiyam,
DBC1.1,Pīṉica Irumal Nōy,"Cough occuring in sinusitis It is characterised by cough with expectoration of copious sputum, dyspnoea and fatigue, abdominal pain and distension, ageusia, insomnia, darkening of stools and urine, fishy odoured sputum. It is explained by increased aiyam and vayu (prana vayu, udhana"
